"ï»¿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
E2XCKWUU,journalArticle,2005,"Figueiredo, V; Rodrigues, F; Vale, Z; Gouveia, J B",An Electric Energy Consumer Characterization Framework Based on Data Mining Techniques,IEEE Transactions on Power Systems,,,10.1109/TPWRS.2005.846234,http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=1425550,,"May 1, 2005",18/09/15 08:04,05/10/15 09:41,,596-602,,2,20,,IEEE Trans. Power Syst.,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>This paper presents an electricity consumer charac- terization framework based on a knowledge discovery in databases (KDD) procedure, supported by data mining (DM) techniques, ap- plied on the different stages of the process.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/3J4UX7DB/IEEE Trans. Power Syst. 2005 Figueiredo.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/AE8X9TGA/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/GMWWKPAR/Figueiredo et al. - 2005 - An electric energy consumer characterization frame.pdf,,Clustering; CustomerClassification; DataMining; ElectricalEngineering; K-Means; SmartMeter; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPHSZXV2,conferencePaper,2012,"Florita, Anthony R; Brackney, Larry J; Otanicar, Todd P; Robertson, Jeffrey",Classification of Commerical Building Electrical Demand Profiles for Energy Storage Applications,"Proceedings of ASME 2012 6th International Conference on Energy Sustainability & 10th Fuel Cell Science, Engineering and Technology Conference (ESFuelCell2012)",,,,,,"July 23, 2012",18/09/15 08:04,07/10/15 09:31,,,,,,,,,,,,,,"San Diego, CA, USA",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>The analysis procedure relies on three primary steps: 1) discrete wavelet transformation of the electrical demand profiles, 2) energy and entropy feature extraction from the wavelet scales, and 3) Bayesian probabilistic hierarchical clustering of the features to classify the buildings in terms of similar patterns of electrical demand.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/2GWZF2IE/Proceedings of ASME 2012 6th International Conference on Energy Sustainability & 10th Fuel Cell Science Engineering and Technology Conference(ESFu.pdf,,Bayesian; BuildingSimulation; Clustering; CustomerClassification; SmartMeter; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ASME International Conference on Energy Sustainability & 10th Fuel Cell Science, Engineering and Technology Conference (ESFuelCell)",,,,,,,,,,,,,,,
W3H8JKSJ,conferencePaper,2013,"Fontugne, Romain; Ortiz, Jorge; Tremblay, Nicolas; Borgnat, Pierre; Flandrin, Patrick; Fukuda, Kensuke; Culler, David; Esaki, Hiroshi","Strip, bind, and search: a method for identifying abnormal energy consumption in buildings",Proceedings of the 12th ACM/IEEE Int Conference on Information Processing in Sensor Network (ISPN 2013),1-4503-1959-9,,,http://dl.acm.org/citation.cfm?id=2461399,,"April 8, 2013",18/09/15 08:04,07/10/15 09:32,,129-140,,,,,,,,,,,ACM,"Philadelphia, PA, USA",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>In this paper, we present a new approach called the Strip, Bind and Search (SBS); a method for uncovering abnormal equipment behavior and in-concert usage patterns. SBS uncovers rela- tionships between devices and constructs a model for their usage pattern relative to other devices.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/DKB5458S/Proceedings of the 12th ACMIEEE Int Conference on Information Processing in Sensor Network (ISPN 2013) 2013 Fontugne.pdf,,AnomalyDetection; ComputerScience; MultipleTechniques; NoveltyDetection; Unsupervised; WholeBuilding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM/IEEE Int Conference on Information Processing in Sensor Network (ISPN),,,,,,,,,,,,,,,
D4ASNNWJ,conferencePaper,2013,"Fontugne, Romain; Tremblay, Nicolas; Borgnat, Pierre; Flandrin, Patrick; Esaki, Hiroshi",Mining Anomalous Electricity Consumption Using Ensemble Empirical Mode Decomposition,"Acoustics, Speech and Signal Processing (ICASSP), 2013 IEEE International Conference on",,,,http://hiroshi1.hongo.wide.ad.jp/hiroshi/papers/2013/romain_ICASSP2013.pdf,"... method that stays usable in a non-stationary context or when there is no model at all. ... u going from 1 to n. Then, let us compute the pairwise correlations of modes XB j ... [9] Romain  Fontugne , Jorge Ortiz, David Culler, and Hi- roshi Esaki, â€œ Empirical  mode  decomposition for intrinsic  ...","March 13, 2013",18/09/15 08:04,07/10/15 09:33,,5238-5242,,,,,,,,,,,,"Vancouver, BC, Canada",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>The proposed method takes advantage of Ensemble Empirical Mode Decomposition (E-EMD) to uncover the patterns of power-draw sig- nals, thereby enabling us to estimate the intrinsic inter-device corre- lations.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/U4STMCG5/Acoustics Speech and Signal Processing (ICASSP) 2013 IEEE International Conference on 2013 Fontugne.pdf,,AnomalyDetection; Component; ComputerScience; EmpiricalModeDecomposition; NoveltyDetection; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,,,,,,,,,,,,,,
AQIC76PB,conferencePaper,2010,"Forlines, Clifton; Wittenburg, Kent",Wakame: Sense Making of Multi-dimensional Spatial-temporal Data,Proceedings of the International Conference on Advanced Visual Interfaces (AVI 2010),978-1-4503-0076-6,,10.1145/1842993.1843000,http://doi.acm.org/10.1145/1842993.1843000,"As our ability to measure the world around us improves, we are quickly generating massive quantities of high-dimensional, spatial-temporal data. In this paper, we concern ourselves with datasets in which the spatial characteristics are relatively static but many dimensions prevail and data is sampled over different time periods. Example applications include building energy management and HVAC unit diagnostics. We present methods employed in our Wakame visualization system to support such tasks as discovering anomalies and comparing performance across multiple time series. Novel methods include animated transitions that relate data in spatially located 3D views with conventional 2D graphs. Additionally, several components of our prototype employ analytics to guide the user to ""interesting"" portions of the dataset.","May 25, 2010",05/10/15 09:36,07/10/15 09:35,05/10/15 09:36,33â€“40,,,,,,Wakame,AVI '10,,,,ACM,"Roma, Italy",,,,,,ACM Digital Library,,,"<div title=""Page 1""> <div> <div> <p>In this paper, we concern ourselves with datasets in which the spatial characteristics are relatively static but many dimensions prevail and data is sampled over different time periods. Example applications include building energy management and HVAC unit diagnostics.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/Z2SNWN8Z/Forlines and Wittenburg - 2010 - Wakame Sense Making of Multi-dimensional Spatial-.pdf,,AnomalyDetection; ComputerScience; PatternAnalysis; Subsystem; VisualAnalytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Conference on Advanced Visual Interfaces (AVI),,,,,,,,,,,,,,,
935D6TSF,journalArticle,2010,"Gaitani, N; Lehmann, C; Santamouris, M; Mihalakakou, G; Patargias, P",Using principal component and cluster analysis in the heating evaluation of the school building sector,Applied Energy,,,10.1016/j.apenergy.2009.12.007,http://www.sciencedirect.com/science/article/pii/S0306261909005303,,"June 1, 2010",18/09/15 08:04,05/10/15 09:41,,2079-2086,,6,87,,Applied Energy,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>A new methodology based on the use of the principal components analysis (PCA) has been developed. The method allows to define in an accurate way the typical building of each energy class and thus to perform analysis on the potential energy savings for the specific group of school buildings.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/TTIIRF2A/Applied Energy 2010 Gaitani.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/2I82SS46/Gaitani et al. - 2010 - Using principal component and cluster analysis in .pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/94B699U6/Gaitani et al. - 2010 - Using principal component and cluster analysis in .pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/PFGGT27C/S0306261909005303.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/AGJXCND5/S0306261909005303.html,,BuildingEnergyAnalysis; Clustering; MultipleTechniques; PortfolioAnalysis; Targeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU39WJTB,conferencePaper,2014,"Georgescu, M; Mezic, I",Site-Level Energy Monitoring and Analysis using Koopman Operator Methods,Proceedings of the 2014 ASHRAE/IBPSA-USA Building Simulation Conference (SimBuild 2014),,,,https://www.ashrae.net/File%20Library/docLib/Events/ASHRAE-IPBSA-USA/Presentations/32_Georgescu.pdf,"ABSTRACT In this paper, an approach for the site-level monitoring of building energy consumption is introduced based on properties of the Koopman operator: the Koopman operator is an infinite-dimensional, linear operator that captures nonlinear, finite- ...","September 12, 2014",18/09/15 08:04,07/10/15 09:38,,,,,,,,,,,,,ASHRAE/IBPSA,"Atlanta, GA, USA",,,,,,,,,"<div title=""Page 1""> <div> <div> <div> <p>In this paper, an approach for the site-level monitoring of building energy consumption is introduced based on prop- erties of the Koopman operator: the Koopman operator is an infinite-dimensional, linear operator that captures non- linear, finite-dimensional dynamics.</p> </div> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/JPFDITC5/17B34B51-DD3F-4851-8330-CB5EA8CB9BB7.pdf,,BuildingSimulation; Characterization; PatternAnalysis; PortfolioAnalysis; VisualAnalytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IBPSA-USA Building Simulation Conference (SimBuild),,,,,,,,,,,,,,,
ZNGQ8P75,journalArticle,2010,"Granderson, Jessica; Piette, Mary Ann; Ghatikar, Girish",Building energy information systems: user case studies,Energy Efficiency,,"1570-646X, 1570-6478",10.1007/s12053-010-9084-4,http://link.springer.com/article/10.1007/s12053-010-9084-4,,16/06/10,05/10/15 09:36,05/10/15 09:36,05/10/15 09:36,17-30,,1,4,,Energy Efficiency,Building energy information systems,,,,,,,en,,,,,link.springer.com,,,"<div title=""Page 1""> <div> <div> <p>This paper presents case studies of energy information systems (EIS) at four enterprises and university campuses, focusing on the attained energy savings, and successes and challenges in technology use and integration. EIS are broadly defined as performance monitoring software, data acquisition hardware, and communica- tion systems to store, analyze, and display building energy information.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/PANWSGZH/Granderson et al. - 2010 - Building energy information systems user case stu.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/M9M2GKHQ/s12053-010-9084-4.html,,BuildingEnergyAnalysis; Characterization; EnergyInformationSystem; PortfolioAnalysis; VisualAnalytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNSDA23M,journalArticle,2014,"Green, R.; Staffell, I.; Vasilakos, N.",Divide and Conquer K-Means Clustering of Demand Data Allows Rapid and Accurate Simulations of the British Electricity System,IEEE Transactions on Engineering Management,,0018-9391,10.1109/TEM.2013.2284386,,"We use a k-means clustering algorithm to partition national electricity demand data for Great Britain and apply a novel profiling method to obtain a set of representative demand profiles for each year over the period 1994-2005. We then use a simulated dispatch model to assess the accuracy of these daily profiles against the complete dataset on a year-to-year basis. We find that the use of data partitioning does not compromise the accuracy of the simulations for most of the main variables considered, even when simulating significant intermittent wind generation. This technique yields 50-fold gains in terms of computational speed, allowing complex Monte Carlo simulations and sensitivity analyses to be performed with modest computing resource.",May-14,13/10/15 08:31,13/10/15 08:31,,251-260,,2,61,,,,,,,,,,,,,,,IEEE Xplore,,,"<div title=""Page 1""> <div> <div> <p>We use a k-means clustering algorithm to partition national electricity demand data for Great Britain and apply a novel profiling method to obtain a set of representative demand profiles for each year over the period 1994â€“2005. We then use a simulated dispatch model to assess the accuracy of these daily profiles against the complete dataset on a year-to-year basis.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/QSJ7XGFT/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/X29X6P4P/Green et al. - 2014 - Divide and Conquer #x003F; -Means Clustering of De.pdf,,Clustering; ElectricalEngineering; K-Means; LoadProfiling; SmartMeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5V53E6UU,conferencePaper,2009,"Gullo, Francesco; Ponti, Giovanni; Tagarelli, Andrea; Ruffolo, Massimiliano; Labate, Diego",Low-voltage electricity customer profiling based on load data clustering,Proceedings of the 2009 International Database Engineering & Applications Symposium (IDEAS 2009),1-60558-402-9,,,http://dl.acm.org/citation.cfm?id=1620472,,"Sept 16, 2009",18/09/15 08:04,07/10/15 09:39,,330-333,,,,,,,,,,,ACM,"Calabria, Italy",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>We conceived a clus- tering framework for detecting groups of customers having similar consumption behavior. We experimentally evaluated the proposed framework on a real application concerning the characterization of Enel customers according to their load profiles.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/M8JEFJ92/Proceedings of the 2009 International Database Engineering & Applications Symposium 2013 Gullo.pdf,,Clustering; ComputerScience; LoadProfiling; MultipleTechniques; SmartMeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Database Engineering & Applications Symposium (IDEAS),,,,,,,,,,,,,,,
IDIWZJ6K,conferencePaper,2011,"Hao, M.; Marwah, M.; Janetzko, H.; Sharma, R.; Keim, D. A.; Dayal, U.; Patnaik, D.; Ramakrishnan, N.",Visualizing frequent patterns in large multivariate time series,Proceedings of SPIE Conference on Visualization and Data Analysis 2011,,,10.1117/12.872169,http://dx.doi.org/10.1117/12.872169,"The detection of previously unknown, frequently occurring patterns in time series, often called motifs, has been recognized as an important task. However, it is difficult to discover and visualize these motifs as their numbers increase, especially in large multivariate time series. To find frequent motifs, we use several temporal data mining and event encoding techniques to cluster and convert a multivariate time series to a sequence of events. Then we quantify the efficiency of the discovered motifs by linking them with a performance metric. To visualize frequent patterns in a large time series with potentially hundreds of nested motifs on a single display, we introduce three novel visual analytics methods: (1) motif layout, using colored rectangles for visualizing the occurrences and hierarchical relationships of motifs in a multivariate time series, (2) motif distortion, for enlarging or shrinking motifs as appropriate for easy analysis and (3) motif merging, to combine a number of identical adjacent motif instances without cluttering the display. Analysts can interactively optimize the degree of distortion and merging to get the best possible view. A specific motif (e.g., the most efficient or least efficient motif) can be quickly detected from a large time series for further investigation. We have applied these methods to two real-world data sets: data center cooling and oil well production. The results provide important new insights into the recurring patterns.",2011,05/10/15 10:26,07/10/15 09:41,05/10/15 10:26,78680J-78680J-10,,,7868,,,,,,,,SPIE,"San Francisco, CA, USA",,,,,,Silverchair,,,"<div title=""Page 1""> <div> <div> <p>To find frequent motifs, we use several temporal data mining and event encoding techniques to cluster and convert a multivariate time series to a sequence of events. Then we quantify the efficiency of the discovered motifs by linking them with a performance metric. To visualize frequent patterns in a large time series with potentially hundreds of nested motifs on a single display, we introduce three novel visual analytics methods: (1) motif layout, using colored rectangles for visualizing the occurrences and hierarchical relationships of motifs in a multivariate time series, (2) motif distortion, for enlarging or shrinking motifs as appropriate for easy analysis and (3) motif merging, to combine a number of identical adjacent motif instances without cluttering the display.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/78APKDPT/2011 Hao.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/QXMAUHRX/Hao et al. - 2011 - Visualizing frequent patterns in large multivariat.pdf,,ComputerScience; Controls; Operations; PatternAnalysis; VisualAnalytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPIE Conference on Visualization and Data Analysis,,,,,,,,,,,,,,,
EVQHM7RZ,journalArticle,2014,"Heidarinejad, Mohammad; Dahlhausen, Matthew; McMahon, Sean; Pyke, Chris; Srebric, Jelena",Cluster analysis of simulated energy use for LEED certified U.S. office buildings,Energy and Buildings,,3787788,10.1016/j.enbuild.2014.09.017,http://linkinghub.elsevier.com/retrieve/pii/S0378778814007087,,Dec-14,21/09/15 07:21,09/10/15 04:35,21/09/15 07:21,86-97,,,85,,Energy and Buildings,,,,,,,,en,,,,,CrossRef,,,"<p>This study uses cluster analysis to examine simulated energy consumption of 134 U.S. LEED NC office buildings to classify buildings into high, medium, and low energy use intensity clusters.</p>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/P5GVTBXB/LEED Building Energy Clusters.pdf,,BuildingEnergyAnalysis; Classifying; Clustering; K-Means; PortfolioAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7NKT5SK,conferencePaper,2013,"Hong, Dezhi; Ortiz, Jorge; Whitehouse, Kamin; Culler, David",Towards Automatic Spatial Verification of Sensor Placement in Buildings,Proceedings of the 5th ACM Workshop on Embedded Systems For Energy-Efficient Buildings (BuildSys 2013),,,,http://www.cs.berkeley.edu/~jortiz/papers/buildsys13.pdf,,"November 11,  2013",18/09/15 08:04,07/10/15 09:44,,,,,,,,,,,,,,"Roma, Italy",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>We investigate empirical methods to automate spatial verification. We find that a spatial clustering algorithm is able to classify relative sensor locations â€“ for 15 sensors, spread across five rooms in a building â€“ with 93.3% accuracy, 13% better than a k-means clustering- based baseline method.</p> <p>&nbsp;</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/3NPATCP5/5th ACM Workshop on Embedded Systems for Energy-Efficient Building (BuildSys' 13) 2013 Hong.pdf,,Clustering; ComputerScience; Controls; EmpiricalModeDecomposition; Operations; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM Workshop on Embedded Systems For Energy-Efficient Buildings (BuildSys),,,,,,,,,,,,,,,
8WXXNU5M,conferencePaper,2007,"Hose, Katja; Karnstedt, Marcel; Kai-uwe, Daniel Klan",Incremental Mining for Facility Management,Proceedings of LWA 2007: Lernen - Wissen - Adaption,978-3-86010-907-6,,,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.73.2612,,"January 1, 2007",18/09/15 08:04,07/10/15 09:46,,,,,,,,,,,,,Citeseer,"Halle, Germany",,,,,,,,,"<div title=""Page 1""> <div> <div> <p>In this work, we discuss the gen- eral relationship between such control systems and the underlying mining tasks.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/8EGK8ADT/Proceedings of LWA 2007 Lernen - Wissen - Adaption 2007 Hose.pdf,,AnomalyDetection; Component; ComputerScience; FP-Stream; RuleExtraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LWA Workshop: Lernen - Wissen - Adaption,,,,,,,,,,,,,,,
W4MVNKKR,journalArticle,2013,"Iglesias, FÃ©lix; Kastner, Wolfgang",Analysis of Similarity Measures in Times Series Clustering for the Discovery of Building Energy Patterns,Energies,,,10.3390/en6020579,http://www.mdpi.com/1996-1073/6/2/579/,,"February 1, 2013",18/09/15 08:04,18/09/15 08:04,,579-597,,2,6,,Energies,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>The present paper checks the effect of similarity measures in the application of clustering for discovering representatives in cases where correlation is supposed to be an important factor to consider, e.g., time series.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/FA4PJE69/Energies 2013 Iglesias.pdf,,Clustering; ElectricalEngineering; LoadProfiling; MultipleTechniques; SmartMeter; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHVG3M2W,bookSection,2015,"Ioannidis, Dimosthenis; Fotiadou, Angeliki; Krinidis, Stelios; Stavropoulos, George; Tzovaras, Dimitrios; Likothanassis, Spiridon",Big Data and Visual Analytics for Building Performance Comparison,Artificial Intelligence Applications and Innovations,978-3-319-23867-8 978-3-319-23868-5,,,http://link.springer.com/chapter/10.1007/978-3-319-23868-5_30,"In this paper, big data and visual analytics techniques for comparing building performance under different scenarios and designs are presented. Large data consist of building information, energy consumption, environmental measurements and occupancy information, which are combined and correlated utilizing data analytics techniques, so as to extract useful semantic information about building performance. Also, visual analytics techniques are exploited to visualize them in a compact and comprehensive way taking into account properties of human cognition, perception and sense making. They analyze and visualize the performance of the buildings under comparison in the spatio-temporal domain assisting the analyst to compare them and detect patterns, templates and crucial points that are difficult to be detected otherwise. The performance comparison of different buildings or buildings of different designs or buildings with space usage rearrangement is an important factor in engineering that leads to building renovation and construction with low energy consumption and gas emissions in conjunction with comfort, utility and durability.",2015,13/10/15 09:18,13/10/15 09:18,13/10/15 09:18,421-430,,,,,,,IFIP Advances in Information and Communication Technology,458,,,Springer International Publishing,,en,Â©2015 IFIP International Federation for Information Processing,,,,link.springer.com,,DOI: 10.1007/978-3-319-23868-5_30,"<div title=""Page 1""> <div> <div> <p>In this paper, big data and visual analytics techniques for comparing building performance under different scenarios and designs are presented. Large data consist of building information, energy consump- tion, environmental measurements and occupancy information, which are combined and correlated utilizing data analytics techniques, so as to extract useful semantic information about building performance.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/58IPVRQS/Ioannidis et al. - 2015 - Big Data and Visual Analytics for Building Perform.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/UE2EBT9U/978-3-319-23868-5_30.html,,PortfolioAnalysis; Review,,"Chbeir, Richard; Manolopoulos, Yannis; Maglogiannis, Ilias; Alhajj, Reda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J9C9ANQN,journalArticle,2010,"Jacob, Dirk; Dietz, Sebastian; Komhard, Susanne; Neumann, Christian; Herkel, Sebastian",Black-box models for fault detection and performance monitoring of buildings,Journal of Building Performance Simulation,,,10.1080/19401490903414454,http://www.tandfonline.com/doi/abs/10.1080/19401490903414454,,"March 1, 2010",18/09/15 08:04,18/09/15 08:04,,53-62,,1,3,,Journal of Building Performance Simulation,,,,,,,,,,,,,,,,"<div title=""Page 2""> <div> <div> <div> <p>The regression models (RMs) can be considerably improved by introducing the rate of change of the indoor air temperature (DTind) as an independent variable. Thus, R2 values were raised by up to 0.5 (e.g. from 0.2 to 0.7, example with the lowest R2). A new training and application process for the RMs revealed further improvements by using a hierarchical agglomerative clustering algorithm to determine different day-types as additional (categorical) variables in the RM. The application of these improved RMs for outlier detection is demonstrated in three buildings.</p> </div> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/ZSSZTT8K/Journal of Building Performance Simulation 2010 Jacob.pdf,,AnomalyDetection; BuildingSimulation; Clustering; Hierarchical; WholeBuilding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUSSI54V,journalArticle,2013,"Janetzko, HalldÃ_r; Stoffel, Florian; MittelstÃ_dt, Sebastian; Keim, Daniel A",Anomaly detection for visual analytics of power consumption data,Computers & Graphics,,,10.1016/j.cag.2013.10.006,http://dx.doi.org/10.1016/j.cag.2013.10.006,,"October 8, 2013",18/09/15 08:04,22/09/15 08:09,,27-37,,,38,,Computers & Graphics,,,,,,,,,,,,,,,,"<p>Anomaly detection for visual analytics of power consumption data</p> <div title=""Page 1""> <div> <div> <p>Different possibilities for visualizing the power usage time series are presented, combined with a discussion of the design choices to encode the anomaly values. Our methods are applied to real-world time series of power consumption, logged in a hierarchical sensor network.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/2U5ZZV2H/Computers & Graphics 2014 Janetzko.pdf,,AnomalyDetection; ComputerScience; PatternAnalysis; Unsupervised; VisualAnalytics; WholeBuilding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GJ3SUSFI,conferencePaper,2014,"Jarrah Nezhad, Aylin; Wijaya, Tri Kurniawan; Vasirani, Matteo; Aberer, Karl",SmartD: Smart Meter Data Analytics Dashboard,Proceedings of the 5th International Conference on Future Energy Systems (e-Energy '14),978-1-4503-2819-7,,10.1145/2602044.2602046,http://doi.acm.org/10.1145/2602044.2602046,"The ability of smart meters to communicate energy consumption data in (near) real-time enables data analytics for novel applications, such as pervasive demand response, personalized energy feedback, outage management, and theft detection. Smart meter data are characterized by big volume and big velocity, which make processing and analysis very challenging from a computational point of view. In this paper we presented SmartD, a dashboard that enables the data analyst to visualize smart meter data and estimate the typical load profile of new consumers according to different contexts, temporal aggregations and consumer segments.",2014,13/10/15 09:28,15/10/15 05:45,13/10/15 09:28,213â€“214,,,,,,SmartD,e-Energy '14,,,,ACM,"New York, NY, USA",,,,,,ACM Digital Library,,,"<div title=""Page 1""> <div> <div> <p>In this paper we presented SmartD, a dashboard that en- ables the data analyst to visualize smart meter data and estimate the typical load profile of new consumers according to different contexts, temporal aggregations and consumer segments.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/TPXPCW32/Jarrah Nezhad et al. - 2014 - SmartD Smart Meter Data Analytics Dashboard.pdf,,ComputerScience; LoadProfiling; PatternAnalysis; SmartMeter; VisualAnalytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACM International Conference on Future Energy Systems (e-Energy),,,,,,,,,,,,,,,
XPX6GTCW,journalArticle,2003,"Krarti, Moncef",An Overview of Artificial Intelligence-Based Methods for Building Energy Systems,Journal of Solar Energy Engineering,,,10.1115/1.1592186,http://SolarEnergyEngineering.asmedigitalcollection.asme.org/article.aspx?articleid=1456822,,"January 1, 2003",18/09/15 08:04,18/09/15 08:04,,331,,3,125,,J. Sol. Energy Eng.,,,,,,,,,,,,,,,,"<div title=""Page 1""> <div> <div> <p>An overview of commonly used methodologies based on the artificial intelligence ap- proach is provided with a special emphasis on neural networks, fuzzy logic, and genetic algorithms. A description of selected applications to building energy systems of AI ap- proaches is outlined. In particular, methods using the artificial intelligence approach for the following applications are discussed: Prediction energy use for one building or a set of buildings (served by one utility), Modeling of building envelope heat transfer, Control- ling central plants in buildings, and Fault detection and diagnostics for building energy systems.</p> </div> </div> </div>",/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/58SXH294/J. Sol. Energy Eng. 2003 Krarti.pdf,,Operations; Review; Unsupervised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
