"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4H4QAMGA","journalArticle","2009","Chicco, Gianfranco; Ilie, I S","Support vector clustering of electrical load pattern data","IEEE Transactions on Power Systems","","","","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5072232","","2009-01-01","2015-09-18 08:04:17","2015-09-21 03:50:29","","1619-1628","","3","24","","IEEE Trans. Power Syst.","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/CRHNCNDJ/IEEE Trans. Power Syst. 2009 Chicco.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/WK57JG2E/login.html","","Clustering; Done; ElectricalEngineering; LoadProfiling; SmartMeter; SupportVectorMachines; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRC7DFDZ","journalArticle","2013","Chicco, Gianfranco; Ionel, O-M; Porumb, Radu","Electrical Load Pattern Grouping Based on Centroid Model With Ant Colony Clustering","IEEE Transactions on Power Systems","","","","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6331025","","2013-01-01","2015-09-18 08:04:14","2015-09-18 08:04:14","","1706-1715","","2","28","","IEEE Trans. Power Syst.","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/69UWRG94/IEEE Trans. Power Syst. 2013 Chicco.pdf","","AntColony; Clustering; Done; ElectricalEngineering; LoadProfiling; SmartMeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J8RGSA93","journalArticle","2012","Chicco, Gianfranco","Overview and performance assessment of the clustering methods for electrical load pattern grouping","Energy","","","10.1016/j.energy.2011.12.031","http://dx.doi.org/10.1016/j.energy.2011.12.031","Energy, 42 (2012) 68-80. doi:10.1016/j.energy.2011.12.031","2012-05-31","2015-09-18 08:04:15","2015-09-18 08:04:15","","68-80","","1","42","","Energy","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/S2KCD3HI/Energy 2012 Chicco.pdf","","Done; ElectricalEngineering; LoadProfiling; Review; SmartMeter; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C5FWXV8S","journalArticle","2014","Chou, Jui-Sheng; Telaga, Abdi Suryadinata","Real-time detection of anomalous power consumption","Renewable and Sustainable Energy Reviews","","","10.1016/j.rser.2014.01.088","http://dx.doi.org/10.1016/j.rser.2014.01.088","Renewable and Sustainable Energy Reviews, 33 + (2014) 400-411. doi:10.1016/j.rser.2014.01.088","2014-05-01","2015-09-18 08:04:13","2015-09-18 08:04:13","","400-411","","C","33","","Renewable and Sustainable Energy Reviews","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/QIP5UCPP/Renewable and Sustainable Energy Reviews 2014 Chou.pdf","","AnomalyDetection; BuildingEnergyAnalysis; Clustering; K-Means; Unsupervised; WholeBuilding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EX6GFAAK","journalArticle","2011","De Silva, Daswin; Yu, Xinghuo; Alahakoon, Damminda; Holmes, Grahame","A Data Mining Framework for Electricity Consumption Analysis From Meter Data","IEEE Transactions on Industrial Informatics","","","10.1109/TII.2011.2158844","http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=5893960","","2011-08-03","2015-09-18 08:04:16","2015-09-22 06:38:44","","399-407","","3","7","","IEEE Trans. Ind. Inf.","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/PJDQ5PD5/IEEE Trans. Ind. Inf. 2011 De Silva.pdf","","DataMining; Done; ElectricalEngineering; IncrementalSummarizationandPatternChar; LoadProfiling; MotifandDiscordDetection; SmartMeter; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NWN7WJXG","conferencePaper","2015","Diong, B.; Zheng, G.; Ginn, M.","Establishing the foundation for energy management on university campuses via data analytics","Proceedings of the IEEE SoutheastCon 2015","","","10.1109/SECON.2015.7132996","","Campus energy management increasingly demands a controlled and managed process for achieving the aims of cost control and operation effectiveness. A mature decision making process is driven by data gathering, analysis and reporting, as advocated by business intelligence (BI), which already has had broad impact on enterprises. The BI process has been widely adopted by universities in a number of areas already, including student services (enrollment) but less so in supporting areas like energy management. This paper describes an initial effort to apply BI practices to manage energy (starting with electric power) consumption on campuses, beginning with a needs assessment to develop an effective energy usage data gathering (in real-time), modeling, analysis and reporting process on our own campus. We provide details on how the situation was at the beginning of our four-month project, and on the improvements we were able to make to the campus' energy management process.","2015-04","2015-10-13 09:26:06","2015-10-15 06:03:50","","1-7","","","","","","","","","","","","Fort Lauderdale, FL, USA","","","","","","IEEE Xplore","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/4SEHP9FM/07132996.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/W53EP5X4/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/AFTJQEHP/abs_all.html","","Characterization; Done; ElectricalEngineering; EnergyInformationSystem; PortfolioAnalysis; VisualAnalytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE SoutheastCon","","","","","","","","","","","","","","",""
"AKDXQJAR","journalArticle","2015","D’Oca, Simona; Hong, Tianzhen","Occupancy schedules learning process through a data mining framework","Energy and Buildings","","0378-7788","10.1016/j.enbuild.2014.11.065","http://www.sciencedirect.com/science/article/pii/S0378778814010329","Building occupancy is a paramount factor in building energy simulations. Specifically, lighting, plug loads, HVAC equipment utilization, fresh air requirements and internal heat gain or loss greatly depends on the level of occupancy within a building. Developing the appropriate methodologies to describe and reproduce the intricate network responsible for human-building interactions are needed. Extrapolation of patterns from big data streams is a powerful analysis technique which will allow for a better understanding of energy usage in buildings. A three-step data mining framework is applied to discover occupancy patterns in office spaces. First, a data set of 16 offices with 10 min interval occupancy data, over a two year period is mined through a decision tree model which predicts the occupancy presence. Then a rule induction algorithm is used to learn a pruned set of rules on the results from the decision tree model. Finally, a cluster analysis is employed in order to obtain consistent patterns of occupancy schedules. The identified occupancy rules and schedules are representative as four archetypal working profiles that can be used as input to current building energy modeling programs, such as EnergyPlus or IDA-ICE, to investigate impact of occupant presence on design, operation and energy use in office buildings.","2015-02-01","2015-10-13 08:29:28","2015-10-13 08:29:28","2015-10-13 08:29:28","395-408","","","88","","Energy and Buildings","","","","","","","","","","","","","ScienceDirect","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/67CCHG4G/D’Oca and Hong - 2015 - Occupancy schedules learning process through a dat.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/IIC9KM2R/S0378778814010329.html","","BuildingEnergyAnalysis; Done; MultipleTechniques; OccupancyDetection; Operations; RuleExtraction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HGER8NR","journalArticle","2014","Domahidi, Alexander; Ullmann, Fabian; Morari, Manfred; Jones, Colin N.","Learning decision rules for energy efficient building control","Journal of Process Control","","0959-1524","10.1016/j.jprocont.2014.01.006","http://www.sciencedirect.com/science/article/pii/S0959152414000304","While rule based control (RBC) is current practice in most building automation systems that issue discrete control signals, recent simulation studies suggest that advanced, optimization based control methods such as hybrid model predictive control (HMPC) can potentially outperform RBC in terms of energy efficiency and occupancy comfort. However, HMPC requires a more complex IT infrastructure and numerical optimization in the loop, which makes commissioning, operation of the building, and error handling significantly more involved than in the rule based setting. In this paper, we suggest an automated RBC synthesis procedure for binary decisions that extracts prevalent information from simulation data with HMPC controllers. The result is a set of simple decision rules that preserves much of the control performance of HMPC. The methods are based on standard machine learning algorithms, in particular support vector machines (SVMs) and adaptive boosting (AdaBoost). We consider also the ranking and selection of measurements which are used for a decision and show that this feature selection is useful in both complexity reduction and reduction of investment costs by pruning unnecessary sensors. The suggested methods are evaluated in simulation for six different case studies and shown to maintain the performance of HMPC despite a tremendous reduction in complexity.","2014-06","2015-10-13 09:05:48","2015-10-13 09:05:48","2015-10-13 09:05:48","763-772","","6","24","","Journal of Process Control","","Energy Efficient Buildings Special Issue","","","","","","","","","","","ScienceDirect","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/VP4D26SB/Domahidi et al. - 2014 - Learning decision rules for energy efficient build.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/W96XUIK7/S0959152414000304.html","","Controls; Done; ElectricalEngineering; Operations; RuleExtraction; SupportVectorMachines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UDMAUQMP","journalArticle","2011","Dong, Bing; Lam, Khee Poh","Building energy and comfort management through occupant behaviour pattern detection based on a large-scale environmental sensor network","Journal of Building Performance Simulation","","","10.1080/19401493.2011.577810","http://www.tandfonline.com/doi/abs/10.1080/19401493.2011.577810","","2011-12-01","2015-09-18 08:04:15","2015-09-18 08:21:53","","359-369","","4","4","","Journal of Building Performance Simulation","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/6THQKWIJ/5C3716EF-041F-4752-9CC0-BD2917FD85B6.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/WHBABEBM/Journal of Building Performance Simulation 2011 Dong.pdf","","BuildingSimulation; Done; MarkovModel; MotifandDiscordDetection; OccupancyDetection; Operations; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V26HKMRZ","journalArticle","2010","Dounis, Anastasios I","Artificial intelligence for energy conservation in buildings","Advances in Building Energy Research","","","10.3763/aber.2009.0408","http://www.tandfonline.com/doi/abs/10.3763/aber.2009.0408","","2010-01-01","2015-09-18 08:04:17","2015-09-18 08:04:17","","267-299","","1","4","","Advances in Building Energy Research","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/WMRP8H4P/Advances in Building Energy Research 2010 Dounis.pdf","","ComputerScience; Done; MultipleTechniques; Operations; Review; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USE5VGKB","conferencePaper","2011","Duarte, Carlos; Acker, Brad; Grosshans, Ray; Manic, Milos; Van Den Wymelenberg, Kevin; Rieger, Craig","Prioritizing and Visualizing Energy Management and Control System Data to Provide Actionable Information For Building Operators","Proceedings from 2011 Western Energy Policy Research Conference","","","","http://mhrg.if.uidaho.edu/papers/2011/WEPC11_DuarteAckerKevin_EMSDataVisualisation.pdf","","2011-08-25","2015-09-18 08:04:16","2015-10-07 09:20:57","","","","","","","","","","","","","","Boise, Idaho, USA","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/6HKFVMVR/Proceedings from 2011 Western Energy Policy Research Conference 2011 Duarte.pdf","","BuildingEnergyAnalysis; Done; EnergyInformationSystem; EnergyManagment; Operations; VisualAnalytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Western Energy Policy Research Conference","","","","","","","","","","","","","","",""
"MU2A86AJ","conferencePaper","2015","Fagiani, Marco; Squartini, Stefano; Severini, Marco; Piazza, Francesco","A novelty detection approach to identify the occurrence of leakage in smart gas and water grids","Proceedings of the 2015 International Joint Conference on Neural Networks (IJCNN)","","","10.1109/IJCNN.2015.7280473","","In this paper, a novelty detection algorithm for the identification of leakages in smart water/gas grid contexts is proposed. It is based on two separate stages: the first deals with the creation of the statistical leakage-free model, whereas the second evaluates the eventual occurrence of leakage on the basis of the model likelihood. Up to the authors' knowledge, this approach has never been used in the application scenario of interest. A set of several features are extracted from the Almanac of Minutely Power Dataset, and a suboptimal selection is executed to determinate the best combination. The abnormal event (leakage) is induced by manipulating the consumption in the test set. A total of 10 background models are created, by employing both Gaussian Mixture Models (GMMs) and Hidden Markov Models (HMMs) under a comparative perspective, and each of them is adopted to detect 10 leakages, with random duration, length and starting time. Finally, the performance are evaluated in terms of Area Under Curve (AUC) of the Receiver Operating Characteristic (ROC). Obtained results are more than encouraging: the best average AUCs of 85.60% and 87.97% are achieved with HMM, at 1 minute resolution, for natural gas and water, respectively. Specifically, considering true detection rates (TDRs) of 100%, the natural gas exhibits an overall false detection rate (FDR) of 17.11%, and the water achieves an overall FDR of 13.79%.","2015-07","2015-10-13 08:50:54","2015-10-15 05:54:24","","1-8","","","","","","","","","","","","Killarney, Ireland","","","","","","IEEE Xplore","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/BT7XD2XA/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/8D4NCWF6/Fagiani et al. - 2015 - A novelty detection approach to identify the occur.pdf","","ComputerScience; CustomerClassification; Done; MarkovModel; NoveltyDetection; SmartMeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Joint Conference on Neural Networks (IJCNN)","","","","","","","","","","","","","","",""
"Q8FE7VGP","journalArticle","2015","Fan, Cheng; Xiao, Fu; Madsen, Henrik; Wang, Dan","Temporal Knowledge Discovery in Big BAS Data for Building Energy Management","Energy and Buildings","","0378-7788","10.1016/j.enbuild.2015.09.060","http://www.sciencedirect.com/science/article/pii/S0378778815302991","With the advances of information technologies, today's Building Automation Systems (BASs) are capable of managing building operational performance in an efficient and convenient way. Meanwhile, the amount of real-time monitoring and control data in BASs grows continually in the building lifecycle, which stimulates an intense demand for powerful big data analysis tools in BASs. Existing big data analytics adopted in the building automation industry focus on mining cross-sectional relationships, whereas the temporal relationships, i.e., the relationships over time, are usually overlooked. However, building operations are typically dynamic and BAS data are essentially multivariate time series data. This paper presents a time series data mining methodology for temporal knowledge discovery in big BAS data. A number of time series data mining techniques are explored and carefully assembled, including the Symbolic Aggregate approXimation (SAX), motif discovery, and temporal association rule mining. This study also develops two methods for the efficient post-processing of knowledge discovered. The methodology has been applied to analyze the BAS data retrieved from a real building. The temporal knowledge discovered is valuable to identify dynamics, patterns and anomalies in building operations, derive temporal association rules within and between subsystems, assess building system performance and spot opportunities in energy conservation.","2015","2015-10-01 09:24:42","2016-04-18 09:20:47","2015-10-01 09:24:42","","","","","","Energy and Buildings","","","","","","","","","","","","","ScienceDirect","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/E4VBC6GZ/Fan et al. - Temporal Knowledge Discovery in Big BAS Data for B.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/WMDXHTFF/Fan et al. - 2015 - Temporal knowledge discovery in big BAS data for b.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/58PWZN35/S0378778815302991.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/7FMNHMA7/S0378778815302991.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/XC2TH5R6/S0378778815302991.html","","BuildingEnergyAnalysis; DataAssociationRules; Done; EnergyManagment; Operations; RuleExtraction","Big Data; Building automation system; Building energy management; Temporal knowledge discovery; Time series data mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KM3W73RH","conferencePaper","2013","Fan, Cheng; Xiao, Fu; Shengwei, Wang","Prediction of Chiller Power Consumption Using Time Series Analysis and Artificial Neural Networks","Proceedings of the 8th International Conference on Indoor Air Quality, Ventilation and Energy Conservation in Buildings (CLIMA 2013)","","","","","","2013-01-01","2015-09-18 08:04:14","2015-10-07 09:30:20","","","","","","","","","","","","","","Prague, Czech Republic","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/QPKDJ7CV/Proceedings of the 8th International Conference on Indoor Air Quality Ventilation and Energy Conservation in Buildings (CLIMA 2013) 2013 Fan.pdf","","BuildingEnergyAnalysis; Clustering; Controls; Done; K-Means; Operations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Conference on Indoor Air Quality, Ventilation and Energy Conservation in Buildings (CLIMA)","","","","","","","","","","","","","","",""
"BGRSNNAC","journalArticle","2015","Fan, Cheng; Xiao, Fu; Yan, Chengchu","A framework for knowledge discovery in massive building automation data and its application in building diagnostics","Automation in Construction","","0926-5805","10.1016/j.autcon.2014.12.006","http://www.sciencedirect.com/science/article/pii/S0926580514002507","Building Automation System (BAS) plays an important role in building operation nowadays. A huge amount of building operational data is stored in BAS; however, the data can seldom be effectively utilized due to the lack of powerful tools for analyzing the large data. Data mining (DM) is a promising technology for discovering knowledge hidden in large data. This paper presents a generic framework for knowledge discovery in massive BAS data using DM techniques. The framework is specifically designed considering the low quality and complexity of BAS data, the diversity of advanced DM techniques, as well as the integration of knowledge discovered by DM techniques and domain knowledge in the building field. The framework mainly consists of four phases, i.e., data exploration, data partitioning, knowledge discovery, and post-mining. The framework is applied to analyze the BAS data of the tallest building in Hong Kong. The analysis of variance (ANOVA) method is adopted to identify the most significant time variables to the aggregated power consumption. Then the clustering analysis is used to identify the typical operation patterns in terms of power consumption. Eight operation patterns have been identified and therefore the entire BAS data are partitioned into eight subsets. The quantitative association rule mining (QARM) method is adopted for knowledge discovery in each subset considering most of BAS data are numeric type. To enhance the efficiency of the post-mining phase, two indices are proposed for fast and conveniently identifying and utilizing potentially interesting rules discovered by QARM. The knowledge discovered is successfully used for understanding the building operating behaviors, identifying non-typical operating conditions and detecting faulty conditions.","2015-02","2015-10-01 09:27:58","2015-10-01 09:27:58","2015-10-01 09:27:58","81-90","","","50","","Automation in Construction","","","","","","","","","","","","","ScienceDirect","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/QAMFCPIJ/Fan et al. - 2015 - A framework for knowledge discovery in massive bui.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/NHQQFUBF/S0926580514002507.html","","AnomalyDetection; BuildingEnergyAnalysis; DataAssociationRules; Done; NoveltyDetection; WholeBuilding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E2XCKWUU","journalArticle","2005","Figueiredo, V; Rodrigues, F; Vale, Z; Gouveia, J B","An Electric Energy Consumer Characterization Framework Based on Data Mining Techniques","IEEE Transactions on Power Systems","","","10.1109/TPWRS.2005.846234","http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=1425550","","2005-05-01","2015-09-18 08:04:18","2015-10-05 09:41:47","","596-602","","2","20","","IEEE Trans. Power Syst.","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/3J4UX7DB/IEEE Trans. Power Syst. 2005 Figueiredo.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/AE8X9TGA/abs_all.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/GMWWKPAR/Figueiredo et al. - 2005 - An electric energy consumer characterization frame.pdf","","Clustering; CustomerClassification; DataMining; Done; ElectricalEngineering; K-Means; SmartMeter; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MPHSZXV2","conferencePaper","2012","Florita, Anthony R; Brackney, Larry J; Otanicar, Todd P; Robertson, Jeffrey","Classification of Commerical Building Electrical Demand Profiles for Energy Storage Applications","Proceedings of ASME 2012 6th International Conference on Energy Sustainability & 10th Fuel Cell Science, Engineering and Technology Conference (ESFuelCell2012)","","","","http://solarenergyengineering.asmedigitalcollection.asme.org/article.aspx?articleid=1697039","","2012-07-23","2015-09-18 08:04:15","2016-04-19 03:34:38","","","","","","","","","","","","","","San Diego, CA, USA","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/2GWZF2IE/Proceedings of ASME 2012 6th International Conference on Energy Sustainability & 10th Fuel Cell Science Engineering and Technology Conference(ESFu.pdf","","Bayesian; BuildingSimulation; Clustering; CustomerClassification; Done; SmartMeter; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ASME International Conference on Energy Sustainability","","","","","","","","","","","","","","",""
"W3H8JKSJ","conferencePaper","2013","Fontugne, Romain; Ortiz, Jorge; Tremblay, Nicolas; Borgnat, Pierre; Flandrin, Patrick; Fukuda, Kensuke; Culler, David; Esaki, Hiroshi","Strip, bind, and search: a method for identifying abnormal energy consumption in buildings","Proceedings of the 12th ACM/IEEE Int Conference on Information Processing in Sensor Network (ISPN 2013)","1-4503-1959-9","","","http://dl.acm.org/citation.cfm?id=2461399","","2013-04-08","2015-09-18 08:04:14","2015-10-07 09:32:26","","129-140","","","","","","","","","","","ACM","Philadelphia, PA, USA","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/DKB5458S/Proceedings of the 12th ACMIEEE Int Conference on Information Processing in Sensor Network (ISPN 2013) 2013 Fontugne.pdf","","AnomalyDetection; ComputerScience; Done; MultipleTechniques; NoveltyDetection; Unsupervised; WholeBuilding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM/IEEE Int Conference on Information Processing in Sensor Network (ISPN)","","","","","","","","","","","","","","",""
"D4ASNNWJ","conferencePaper","2013","Fontugne, Romain; Tremblay, Nicolas; Borgnat, Pierre; Flandrin, Patrick; Esaki, Hiroshi","Mining Anomalous Electricity Consumption Using Ensemble Empirical Mode Decomposition","Acoustics, Speech and Signal Processing (ICASSP), 2013 IEEE International Conference on","","","","http://hiroshi1.hongo.wide.ad.jp/hiroshi/papers/2013/romain_ICASSP2013.pdf","... method that stays usable in a non-stationary context or when there is no model at all. ... u going from 1 to n. Then, let us compute the pairwise correlations of modes XB j ... [9] Romain  Fontugne , Jorge Ortiz, David Culler, and Hi- roshi Esaki, “ Empirical  mode  decomposition for intrinsic  ...","2013-03-13","2015-09-18 08:04:13","2015-10-16 07:13:07","","5238-5242","","","","","","","","","","","","Vancouver, BC, Canada","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/U4STMCG5/Acoustics Speech and Signal Processing (ICASSP) 2013 IEEE International Conference on 2013 Fontugne.pdf","","AnomalyDetection; Component; ComputerScience; Done; EmpiricalModeDecomposition; NoveltyDetection; Unsupervised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE Int. Conference on Acoustics, Speech and Signal Processing (ICASSP)","","","","","","","","","","","","","","",""
"AQIC76PB","conferencePaper","2010","Forlines, Clifton; Wittenburg, Kent","Wakame: Sense Making of Multi-dimensional Spatial-temporal Data","Proceedings of the International Conference on Advanced Visual Interfaces (AVI 2010)","978-1-4503-0076-6","","10.1145/1842993.1843000","http://doi.acm.org/10.1145/1842993.1843000","As our ability to measure the world around us improves, we are quickly generating massive quantities of high-dimensional, spatial-temporal data. In this paper, we concern ourselves with datasets in which the spatial characteristics are relatively static but many dimensions prevail and data is sampled over different time periods. Example applications include building energy management and HVAC unit diagnostics. We present methods employed in our Wakame visualization system to support such tasks as discovering anomalies and comparing performance across multiple time series. Novel methods include animated transitions that relate data in spatially located 3D views with conventional 2D graphs. Additionally, several components of our prototype employ analytics to guide the user to ""interesting"" portions of the dataset.","2010-05-25","2015-10-05 09:36:31","2015-10-07 09:35:09","2015-10-05 09:36:31","33–40","","","","","","Wakame","AVI '10","","","","ACM","Roma, Italy","","","","","","ACM Digital Library","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/Z2SNWN8Z/Forlines and Wittenburg - 2010 - Wakame Sense Making of Multi-dimensional Spatial-.pdf","","AnomalyDetection; ComputerScience; Done; PatternAnalysis; Subsystem; VisualAnalytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Conference on Advanced Visual Interfaces (AVI)","","","","","","","","","","","","","","",""
"935D6TSF","journalArticle","2010","Gaitani, N; Lehmann, C; Santamouris, M; Mihalakakou, G; Patargias, P","Using principal component and cluster analysis in the heating evaluation of the school building sector","Applied Energy","","","10.1016/j.apenergy.2009.12.007","http://www.sciencedirect.com/science/article/pii/S0306261909005303","","2010-06-01","2015-09-18 08:04:16","2015-10-05 09:41:40","","2079-2086","","6","87","","Applied Energy","","","","","","","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/TTIIRF2A/Applied Energy 2010 Gaitani.pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/2I82SS46/Gaitani et al. - 2010 - Using principal component and cluster analysis in .pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/94B699U6/Gaitani et al. - 2010 - Using principal component and cluster analysis in .pdf; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/PFGGT27C/S0306261909005303.html; /Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/AGJXCND5/S0306261909005303.html","","BuildingEnergyAnalysis; Clustering; Done; MultipleTechniques; PortfolioAnalysis; Targeting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5FEC4HEE","report","2015","Gayeski, Nicholas; Kleindienst, Sian; Gagne, Jaime; Werntz, Bradley; Cruz, Ryan; Samouhos, Stephen","Data and Interfaces for Advanced Building Operations and Maintenance - RP 1633 Final Report","","","","","","Analyzing and interpreting building performance data to inform operations and maintenance is critical to the realization of energy efficient, high performance buildings. With the advance of technology hardware and software for buildings, there is an increasing amount of available data to inform building operations, maintenance and management. However, facility management personnel have limited time and resources and need concise metrics, visualizations, and information in order to support their daily operations and decision-making. Recent works, such as ASHRAE’s Performance Measurement Protocols in Commercial Buildings, have focused attention on the metrics relevant to tracking building performance. The research described in this report seeks to expand such investigations to consider visualization of operational metrics focused on an audience including facility managers, control technicians, heating ventilation and air conditioning (HVAC) technicians, facilities service providers, and commissioning engineers.","2015-06","2015-10-05 08:06:29","2015-10-22 05:35:05","","","","","","","","","","","","","ASHRAE","","","","","","","","","","","/Users/Clayton/Library/Application Support/Zotero/Profiles/urt936ih.default/zotero/storage/WUGMECEB/Data and Interfaces for Advanced Building Operations and Maintenance - RP 1633 Final Report.pdf","","BuildingEnergyAnalysis; Done; EnergyInformationSystem; EnergyManagment; Operations; VisualAnalytics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
